saves,savedShotsFromInsideTheBox,punches,crossesNotClaimed,cleanSheet,savedShotsFromOutsideTheBox,runsOut,penaltyFaced,goalsConcededInsideTheBox,successfulRunsOut,penaltySave,goalsConcededOutsideTheBox,highClaims,rating,player.name,player.slug,player.userCount,player.id,team.name,team.slug,team.shortName,team.userCount,team.type,team.id,team.teamColors.primary,team.teamColors.secondary,team.teamColors.text
0,0,0,0,9,0,0,0,42,0,0,6,0,6.79,Lucas Piton,lucas-piton,810,982174,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,15,0,0,6,0,6.79,Andrey,andrey,274,822513,Coritiba,coritiba,Coritiba,0,0,1982,#52b030,#52b030,#ffffff
0,0,0,0,3,0,0,0,30,0,0,4,0,6.79,Maycon,maycon,927,831778,Corinthians,corinthians,Corinthians,0,0,1957,#52b030,#52b030,#ffffff
0,0,0,0,7,0,0,0,34,0,0,1,0,6.79,Everton Morelli,everton-morelli,86,928137,Goiás,goias,Goiás,0,0,1960,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,4,0,0,0,0,6.79,Marcos Paulo,marcos-paulo,913,962027,São Paulo,sao-paulo,São Paulo,0,0,1981,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,1,0,0,2,0,6.79,Serginho,serginho,232,849301,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,7,0,0,1,0,6.79,Júlio César,julio-cesar,20,1185832,América Mineiro,america-mineiro,América Mineiro,0,0,1973,#52b030,#52b030,#ffffff
0,0,0,0,2,0,0,0,10,0,0,2,0,6.78,Jhon Jhon,jhon-jhon,492,1167069,Palmeiras,palmeiras,Palmeiras,0,0,1963,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,14,0,0,2,0,6.78,Luca Orellano,luca-orellano,749,965764,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,7,0,0,1,0,6.78,Nonato,nonato,420,922566,Santos,santos,Santos,0,0,1968,#52b030,#52b030,#ffffff
0,0,0,0,4,0,0,0,32,0,0,12,0,6.78,Bruno Gomes,bruno-gomes,260,995071,Coritiba,coritiba,Coritiba,0,0,1982,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,18,0,0,3,0,6.78,Wesley,wesley,684,985766,Cruzeiro,cruzeiro,Cruzeiro,0,0,1954,#52b030,#52b030,#ffffff
0,0,0,0,5,0,0,0,35,0,0,1,0,6.78,Bruno Alves,bruno-alves,424,551810,Grêmio,gremio,Grêmio,0,0,5926,#52b030,#52b030,#ffffff
0,0,0,0,3,0,0,0,12,0,0,1,0,6.78,Zé Ivaldo,ze-ivaldo,145,844602,Athletico,athletico,Athletico,0,0,1967,#52b030,#52b030,#ffffff
0,0,0,0,2,0,0,0,2,0,0,1,0,6.78,Igor Rabello,igor-rabello,313,753662,Atlético Mineiro,atletico-mineiro,Atlético Mineiro,0,0,1977,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,29,0,0,6,0,6.78,Puma Rodríguez,puma-rodriguez,553,877591,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
0,0,0,0,2,0,0,0,17,0,0,0,0,6.77,John Kennedy,john-kennedy,1638,1087399,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,20,0,0,5,0,6.77,Matheus Bianqui,matheus-bianqui,97,981746,Coritiba,coritiba,Coritiba,0,0,1982,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,7,0,0,1,0,6.77,Diego Costa,diego-costa,5828,21212,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,14,0,0,5,0,6.77,Rodrigo Nestor,rodrigo-nestor,1015,905461,São Paulo,sao-paulo,São Paulo,0,0,1981,#52b030,#52b030,#ffffff
0,0,0,0,2,0,0,0,19,0,0,4,0,6.77,Michel Araújo,michel-araujo,588,924857,São Paulo,sao-paulo,São Paulo,0,0,1981,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,16,0,0,2,0,6.77,Bruno Henrique,bruno-henrique,8530,795291,Flamengo,flamengo,Flamengo,0,0,5981,#52b030,#52b030,#ffffff
0,0,0,0,8,0,0,0,26,0,0,5,0,6.77,Titi,titi,236,243435,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
0,0,0,0,7,0,0,0,44,0,0,4,0,6.77,Bruno Melo,bruno-melo,156,870851,Goiás,goias,Goiás,0,0,1960,#52b030,#52b030,#ffffff
0,0,0,0,2,0,0,0,8,0,0,0,0,6.77,Sorriso,sorriso,268,1105595,Red Bull Bragantino,red-bull-bragantino,Red Bull Bragantino,0,0,1999,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,1,0,0,1,0,6.77,João Neto,joao-neto,59,1110033,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,2,0,0,0,0,6.77,Eduardo Vargas,eduardo-vargas,1560,37006,Atlético Mineiro,atletico-mineiro,Atlético Mineiro,0,0,1977,#52b030,#52b030,#ffffff
0,0,0,0,6,0,0,0,32,0,0,3,0,6.77,Walter Kannemann,walter-kannemann,844,249647,Grêmio,gremio,Grêmio,0,0,5926,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,5,0,0,1,0,6.77,Welington,welington,523,1009920,São Paulo,sao-paulo,São Paulo,0,0,1981,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,2,0,0,0,0,6.77,Léo Mana,leo-mana,193,1170769,Corinthians,corinthians,Corinthians,0,0,1957,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,12,0,0,2,0,6.77,Danilo Barbosa,danilo-barbosa,326,330063,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,9,0,0,5,0,6.76,Bruno Zapelli,bruno-zapelli,922,1092354,Athletico,athletico,Athletico,0,0,1967,#52b030,#52b030,#ffffff
0,0,0,0,7,0,0,0,12,0,0,3,0,6.76,Matheus Jussa,matheus-jussa,150,794849,Cruzeiro,cruzeiro,Cruzeiro,0,0,1954,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,6,0,0,1,0,6.76,Allan,allan,1226,828839,Flamengo,flamengo,Flamengo,0,0,5981,#52b030,#52b030,#ffffff
0,0,0,0,2,0,0,0,56,0,0,9,0,6.76,Juninho,juninho,250,330691,América Mineiro,america-mineiro,América Mineiro,0,0,1973,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,9,0,0,2,0,6.76,Felipe Melo,felipe-melo,1209,4811,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,8,0,0,2,0,6.76,Julio Furch,julio-furch,339,787551,Santos,santos,Santos,0,0,1968,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,24,0,0,3,0,6.76,Everaldo,everaldo,172,923951,América Mineiro,america-mineiro,América Mineiro,0,0,1973,#52b030,#52b030,#ffffff
0,0,0,0,4,0,0,0,13,0,0,3,0,6.76,Bruno Praxedes,bruno-praxedes,521,1018093,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,32,0,0,6,0,6.76,Marlon Lopes,marlon-lopes,124,870933,América Mineiro,america-mineiro,América Mineiro,0,0,1973,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,14,0,0,2,0,6.76,Pedro Raul,pedro-raul,1742,866911,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,25,0,0,2,0,6.76,Bruno Uvini,bruno-uvini,196,158267,Grêmio,gremio,Grêmio,0,0,5926,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,7,0,0,1,0,6.76,Thiago Santos,thiago-santos,251,378590,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
0,0,0,0,2,0,0,0,20,0,0,0,0,6.76,Sidimar,sidimar,44,312072,Goiás,goias,Goiás,0,0,1960,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,1,0,0,2,0,6.76,Lucas Barbosa,lucas-barbosa,157,1067641,Coritiba,coritiba,Coritiba,0,0,1982,#52b030,#52b030,#ffffff
0,0,0,0,6,0,0,0,16,0,0,4,0,6.75,Marçal,marcal,523,143593,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,29,0,0,5,0,6.75,Ricardo Silva,ricardo-silva,59,599700,América Mineiro,america-mineiro,América Mineiro,0,0,1973,#52b030,#52b030,#ffffff
0,0,0,0,2,0,0,0,22,0,0,4,0,6.75,Fábio Santos,fabio-santos,876,35519,Corinthians,corinthians,Corinthians,0,0,1957,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,13,0,0,0,0,6.75,Rafael Ratão,rafael-ratao,508,352838,Bahia,bahia,Bahia,0,0,1955,#52b030,#52b030,#ffffff
0,0,0,0,2,0,0,0,10,0,0,3,0,6.75,Rômulo,romulo,155,989384,Internacional,internacional,Internacional,0,0,1966,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,3,0,0,0,0,6.75,Rayan,rayan,881,1464966,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,7,0,0,1,0,6.75,Matías Galarza,matias-galarza,462,1105836,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,9,0,0,1,0,6.75,Vanderlan,vanderlan,636,1067640,Palmeiras,palmeiras,Palmeiras,0,0,1963,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,4,0,0,1,0,6.75,Pedrinho,pedrinho,154,1100817,Athletico,athletico,Athletico,0,0,1967,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,11,0,0,1,0,6.75,Henry Mosquera,henry-mosquera,249,1170680,Red Bull Bragantino,red-bull-bragantino,Red Bull Bragantino,0,0,1999,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,5,0,0,1,0,6.75,Luis Guilherme,luis-guilherme,1100,1464248,Palmeiras,palmeiras,Palmeiras,0,0,1963,#52b030,#52b030,#ffffff
0,0,0,0,6,0,0,0,31,0,0,11,0,6.75,Natanael,natanael,206,1046805,Coritiba,coritiba,Coritiba,0,0,1982,#52b030,#52b030,#ffffff
0,0,0,0,2,0,0,0,15,0,0,4,0,6.75,Enner Valencia,enner-valencia,7568,106456,Internacional,internacional,Internacional,0,0,1966,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,2,0,0,0,0,6.75,André Henrique,andre-henrique,173,1463912,Grêmio,gremio,Grêmio,0,0,5926,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,18,0,0,3,0,6.74,Giuliano,giuliano,1235,90862,Corinthians,corinthians,Corinthians,0,0,1957,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,14,0,0,1,0,6.74,Marinho,marinho,2481,798127,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
0,0,0,0,3,0,0,0,17,0,0,2,0,6.74,Nicolás Hernández,nicolas-hernandez,276,887155,Internacional,internacional,Internacional,0,0,1966,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,10,0,0,0,0,6.74,Edenilson,edenilson,680,221636,Atlético Mineiro,atletico-mineiro,Atlético Mineiro,0,0,1977,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,2,0,0,2,0,6.74,Gabriel Baralhas,gabriel-baralhas,190,922575,Internacional,internacional,Internacional,0,0,1966,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,16,0,0,0,0,6.74,Matheus Babi,matheus-babi,369,1007431,Goiás,goias,Goiás,0,0,1960,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,16,0,0,3,0,6.74,Guilherme Augusto,guilherme-augusto,286,844605,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,4,0,0,0,0,6.74,Derik Lacerda,derik-lacerda,99,994190,Cuiabá,cuiaba,Cuiabá,0,0,49202,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,15,0,0,0,0,6.73,Vinícius,vinicius,145,124807,Goiás,goias,Goiás,0,0,1960,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,8,0,0,3,0,6.73,Gabriel Boschilia,gabriel-boschilia,253,358540,Coritiba,coritiba,Coritiba,0,0,1982,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,8,0,0,0,0,6.73,Alex Nascimento,alex-nascimento,143,931556,Santos,santos,Santos,0,0,1968,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,Yani Quintero,yani-quintero,44,1000298,Red Bull Bragantino,red-bull-bragantino,Red Bull Bragantino,0,0,1999,#52b030,#52b030,#ffffff
0,0,0,0,2,0,0,0,33,0,0,11,0,6.73,Jamerson,jamerson,101,972373,Coritiba,coritiba,Coritiba,0,0,1982,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,16,0,0,2,0,6.73,Alex Teixeira,alex-teixeira,917,39649,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,8,0,0,1,0,6.73,Lucas Moura,lucas-moura,7123,149710,São Paulo,sao-paulo,São Paulo,0,0,1981,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,5,0,0,2,0,6.73,Lucas Crispim,lucas-crispim,275,795178,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
0,0,0,0,8,0,0,0,29,0,0,3,0,6.73,Wesley França,wesley-franca,1074,1134200,Flamengo,flamengo,Flamengo,0,0,5981,#52b030,#52b030,#ffffff
0,0,0,0,2,0,0,0,12,0,0,0,0,6.73,Natan,natan,1721,1015287,Red Bull Bragantino,red-bull-bragantino,Red Bull Bragantino,0,0,1999,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,3,0,0,0,0,6.73,Talisson,talisson,36,1463902,Red Bull Bragantino,red-bull-bragantino,Red Bull Bragantino,0,0,1999,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,15,0,0,1,0,6.73,Marlon Gomes,marlon-gomes,1129,1105833,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
0,0,0,0,7,0,0,0,17,0,0,4,0,6.73,Zé Gabriel,ze-gabriel,286,988852,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
0,0,0,0,12,0,0,0,27,0,0,1,0,6.73,Matheus Alexandre,matheus-alexandre,119,953736,Cuiabá,cuiaba,Cuiabá,0,0,49202,#52b030,#52b030,#ffffff
0,0,0,0,4,0,0,0,15,0,0,4,0,6.73,Matías Zaracho,matias-zaracho,1274,859970,Atlético Mineiro,atletico-mineiro,Atlético Mineiro,0,0,1977,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,10,0,0,0,0,6.73,Bruninho,bruninho,317,1124246,Red Bull Bragantino,red-bull-bragantino,Red Bull Bragantino,0,0,1999,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,8,0,0,3,0,6.73,João Magno,joao-magno,79,945307,Goiás,goias,Goiás,0,0,1960,#52b030,#52b030,#ffffff
0,0,0,0,6,0,0,0,15,0,0,2,0,6.73,Diogo Barbosa,diogo-barbosa,310,243107,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,12,0,0,2,0,6.73,Alex Santana,alex-santana,219,358166,Athletico,athletico,Athletico,0,0,1967,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,10,0,0,3,0,6.73,Charles Aránguiz,charles-aranguiz,2187,18304,Internacional,internacional,Internacional,0,0,1966,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,2,0,0,0,0,6.73,Ignacio Laquintana,ignacio-laquintana,207,948004,Red Bull Bragantino,red-bull-bragantino,Red Bull Bragantino,0,0,1999,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,4,0,0,3,0,6.73,Philipe Sampaio,philipe-sampaio,169,588996,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
0,0,0,0,2,0,0,0,11,0,0,2,0,6.73,Gabriel,gabriel,401,242052,Internacional,internacional,Internacional,0,0,1966,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,19,0,0,0,0,6.72,Dieguinho,dieguinho,72,1016930,Goiás,goias,Goiás,0,0,1960,#52b030,#52b030,#ffffff
0,0,0,0,6,0,0,0,23,0,0,2,0,6.72,Nicolás Acevedo,nicolas-acevedo,296,959620,Bahia,bahia,Bahia,0,0,1955,#52b030,#52b030,#ffffff
0,0,0,0,2,0,0,0,13,0,0,4,0,6.72,Mateus Vital,mateus-vital,659,823653,Cruzeiro,cruzeiro,Cruzeiro,0,0,1954,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,4,0,0,1,0,6.72,Léo Cittadini,leo-cittadini,197,332171,Bahia,bahia,Bahia,0,0,1955,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,4,0,0,0,0,6.72,Maximiliano Silvera,maximiliano-silvera,152,1121489,Santos,santos,Santos,0,0,1968,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,9,0,0,1,0,6.72,Nathan,nathan,347,358538,Grêmio,gremio,Grêmio,0,0,5926,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,16,0,0,0,0,6.71,Fábio,fabio,379,40677,Grêmio,gremio,Grêmio,0,0,5926,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,9,0,0,7,0,6.71,Diogo Oliveira,diogo-oliveira,113,1018176,Coritiba,coritiba,Coritiba,0,0,1982,#52b030,#52b030,#ffffff
0,0,0,0,3,0,0,0,3,0,0,2,0,6.71,Alan Franco,alan-franco,599,822729,Atlético Mineiro,atletico-mineiro,Atlético Mineiro,0,0,1977,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,1,0,0,1,0,6.71,Daniel Ruiz,daniel-ruiz,818,1098305,Santos,santos,Santos,0,0,1968,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,19,0,0,2,0,6.71,Yago Felipe,yago-felipe,168,552164,Bahia,bahia,Bahia,0,0,1955,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,8,0,0,3,0,6.71,Anderson Oliveira,anderson-oliveira,82,931538,Goiás,goias,Goiás,0,0,1960,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,21,0,0,6,0,6.71,Victor Luis,victor-luis,254,252781,Coritiba,coritiba,Coritiba,0,0,1982,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,3,0,0,0,0,6.71,Ângelo,angelo,6542,1086455,Santos,santos,Santos,0,0,1968,#52b030,#52b030,#ffffff
0,0,0,0,8,0,0,0,17,0,0,6,0,6.71,Gabriel Mercado,gabriel-mercado,480,128376,Internacional,internacional,Internacional,0,0,1966,#52b030,#52b030,#ffffff
0,0,0,0,2,0,0,0,39,0,0,5,0,6.71,Danilo Avelar,danilo-avelar,206,121221,América Mineiro,america-mineiro,América Mineiro,0,0,1973,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,11,0,0,2,0,6.71,Vina,vina,1261,1101714,Grêmio,gremio,Grêmio,0,0,5926,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,3,0,0,0,0,6.71,Silvio Romero,silvio-romero,287,174937,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
0,0,0,0,3,0,0,0,16,0,0,2,0,6.71,Richard Ríos,richard-rios,1956,1015292,Palmeiras,palmeiras,Palmeiras,0,0,1963,#52b030,#52b030,#ffffff
0,0,0,0,5,0,0,0,23,0,0,1,0,6.71,Gilberto,gilberto,928,261687,Bahia,bahia,Bahia,0,0,1955,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,19,0,0,2,0,6.7,Felipe Carballo,felipe-carballo,555,805038,Grêmio,gremio,Grêmio,0,0,5926,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,4,0,0,0,0,6.7,Matías Segovia,matias-segovia,1190,988622,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
0,0,0,0,4,0,0,0,13,0,0,0,0,6.7,Aderlan,aderlan,164,584432,Red Bull Bragantino,red-bull-bragantino,Red Bull Bragantino,0,0,1999,#52b030,#52b030,#ffffff
0,0,0,0,6,0,0,0,13,0,0,1,0,6.7,Renzo Saravia,renzo-saravia,573,315916,Atlético Mineiro,atletico-mineiro,Atlético Mineiro,0,0,1977,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,7,0,0,1,0,6.7,Juan,juan,411,1009928,São Paulo,sao-paulo,São Paulo,0,0,1981,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,3,0,0,1,0,6.7,Rafael Elias,rafael-elias,277,928527,Cruzeiro,cruzeiro,Cruzeiro,0,0,1954,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,2,0,0,0,0,6.7,Henrique Dourado,henrique-dourado,371,329219,Cruzeiro,cruzeiro,Cruzeiro,0,0,1954,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,1,0,0,0,0,6.7,Robert,robert,76,1500254,Cruzeiro,cruzeiro,Cruzeiro,0,0,1954,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,9,0,0,1,0,6.7,David Braz,david-braz,294,46942,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,1,0,0,0,0,6.7,Rafael Bilú,rafael-bilu,108,959005,Cruzeiro,cruzeiro,Cruzeiro,0,0,1954,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,4,0,0,1,0,6.7,Matheus Carvalho,matheus-carvalho,104,1391962,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,15,0,0,5,0,6.7,Bruno Viana,bruno-viana,279,804703,Coritiba,coritiba,Coritiba,0,0,1982,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,2,0,0,0,0,6.7,Breno Herculano,breno-herculano,17,1018671,Goiás,goias,Goiás,0,0,1960,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,18,0,0,1,0,6.7,Marlon,marlon,536,331853,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,Daniel Jr,daniel-jr,130,1172052,Cruzeiro,cruzeiro,Cruzeiro,0,0,1954,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,1,0,0,0,0,6.7,Alexandre Jesus,alexandre-jesus,53,1016865,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
28,20,7,0,1,8,1,2,10,1,1,5,6,6.7,Keiller,keiller,185,840082,Internacional,internacional,Internacional,0,0,1966,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,23,0,0,1,0,6.7,Jadsom,jadsom,195,964127,Red Bull Bragantino,red-bull-bragantino,Red Bull Bragantino,0,0,1999,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,8,0,0,0,0,6.7,Isidro Pitta,isidro-pitta,448,979861,Cuiabá,cuiaba,Cuiabá,0,0,49202,#52b030,#52b030,#ffffff
0,0,0,0,4,0,0,0,30,0,0,8,0,6.7,Henrique,henrique,125,37288,Coritiba,coritiba,Coritiba,0,0,1982,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,11,0,0,3,0,6.7,Fausto Vera,fausto-vera,1664,930690,Corinthians,corinthians,Corinthians,0,0,1957,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,15,0,0,1,0,6.69,Jonathan Cafú,jonathan-cafu,210,790103,Cuiabá,cuiaba,Cuiabá,0,0,49202,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,6,0,0,1,0,6.69,Carlos Alberto,carlos-alberto,164,1008700,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,4,0,0,0,0,6.69,Alan Kardec,alan-kardec,410,39656,Atlético Mineiro,atletico-mineiro,Atlético Mineiro,0,0,1977,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,6,0,0,0,0,6.69,Kayky,kayky,2093,1106151,Bahia,bahia,Bahia,0,0,1955,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,1,0,0,0,0,6.69,Jean Dias,jean-dias,65,1047201,Internacional,internacional,Internacional,0,0,1966,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,5,0,0,0,0,6.69,Matheus França,matheus-franca,2506,1116593,Flamengo,flamengo,Flamengo,0,0,5981,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,3,0,0,0,0,6.69,Alemão,alemao,515,981604,Internacional,internacional,Internacional,0,0,1966,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,9,0,0,1,0,6.69,Ryan,ryan,63,1086990,Bahia,bahia,Bahia,0,0,1955,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,16,0,0,3,0,6.69,Pedro Henrique,pedro-henrique,453,219190,Internacional,internacional,Internacional,0,0,1966,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,4,0,0,0,0,6.69,David Terans,david-terans,945,586662,Athletico,athletico,Athletico,0,0,1967,#52b030,#52b030,#ffffff
0,0,0,0,5,0,0,0,26,0,0,3,0,6.69,João Pedro,joao-pedro,351,605528,Grêmio,gremio,Grêmio,0,0,5926,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,7,0,0,1,0,6.69,Pedro Geromel,pedro-geromel,578,13338,Grêmio,gremio,Grêmio,0,0,5926,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,0,0,0,1,0,6.68,Talles Costa,talles-costa,407,1002360,São Paulo,sao-paulo,São Paulo,0,0,1981,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,14,0,0,1,0,6.68,Robson Bambu,robson-bambu,347,923186,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,15,0,0,0,0,6.68,Eric Ramires,eric-ramires,312,950545,Red Bull Bragantino,red-bull-bragantino,Red Bull Bragantino,0,0,1999,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,5,0,0,1,0,6.68,David,david,559,840291,São Paulo,sao-paulo,São Paulo,0,0,1981,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,5,0,0,3,0,6.68,Mateus Henrique,mateus-henrique,42,1175493,América Mineiro,america-mineiro,América Mineiro,0,0,1973,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,17,0,0,3,0,6.68,Luiz Adriano,luiz-adriano,748,39438,Internacional,internacional,Internacional,0,0,1966,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,5,0,0,0,0,6.68,Yony González,yony-gonzalez,356,351432,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
